age,Systolic blood pressure,Diastolic blood pressure,Fasting Glucose,Glycohemoglobin,Low-density lipoprotein,High-density lipoprotein,Triglyceride,hypertension,diabetes,Coronary Heart Disease,smoke,sleep time,stroke_pred_proba_percent
70,120,90,4.5,9.0,2.0,1.6,1.0,1,1,1,0,10,40.03
20,140,90,6.5,7.5,3.0,1.6,3.0,1,1,1,0,8,33.46
50,140,70,10.0,9.0,4.0,1.0,2.0,0,0,0,1,6,50.25
70,160,100,6.5,4.5,2.0,1.3,1.5,0,0,0,0,10,32.8
70,100,60,6.5,9.0,4.0,0.8,1.0,0,1,1,0,8,67.56
40,160,90,5.5,7.5,4.0,0.8,1.0,1,0,1,1,8,61.18
50,180,60,6.5,6.5,2.0,0.8,3.0,1,1,0,1,4,54.52
80,160,80,8.0,9.0,2.0,1.3,1.0,0,0,1,0,4,44.14
70,180,100,5.5,9.0,2.0,0.8,1.5,1,1,1,1,10,42.0
80,180,100,10.0,7.5,3.0,1.0,3.0,1,0,0,0,10,36.28
70,160,60,4.5,9.0,5.0,1.6,1.0,1,0,0,0,8,53.19
50,140,70,6.5,5.5,3.0,0.8,1.5,1,1,0,0,6,51.78
20,160,100,6.5,7.5,5.0,1.3,1.5,1,0,0,0,4,31.77
20,180,60,8.0,7.5,2.0,1.3,3.0,1,1,0,0,8,52.02
50,140,90,10.0,4.5,3.0,1.3,2.0,1,0,1,1,4,48.28
30,180,90,10.0,6.5,4.0,1.6,3.0,1,0,0,1,6,41.43
30,180,60,6.5,6.5,3.0,1.6,1.5,0,0,0,1,10,53.73
50,100,90,6.5,5.5,4.0,1.3,1.5,0,0,1,1,10,61.86
60,160,70,10.0,6.5,5.0,1.6,1.5,0,0,0,1,4,42.24
40,160,80,4.5,7.5,4.0,1.3,3.0,1,0,1,0,6,47.45
40,100,100,10.0,9.0,2.0,1.6,1.5,0,1,1,1,4,37.93
80,120,60,6.5,7.5,3.0,1.3,1.0,1,1,1,0,6,58.96
70,120,70,8.0,9.0,5.0,0.8,3.0,1,0,1,1,8,45.92
60,160,80,5.5,9.0,4.0,1.3,1.5,0,0,0,1,8,35.21
60,140,90,10.0,7.5,5.0,0.8,3.0,0,0,1,1,6,34.25
70,120,90,8.0,5.5,2.0,0.8,2.0,0,0,0,1,4,41.18
80,140,90,5.5,9.0,3.0,0.8,1.0,1,1,0,1,10,34.39
40,140,90,5.5,7.5,4.0,0.8,2.0,1,0,0,1,8,34.35
30,120,90,10.0,7.5,2.0,1.3,1.0,1,0,1,0,4,40.95
20,160,60,5.5,5.5,3.0,1.0,2.0,0,0,0,1,6,48.65
70,140,60,10.0,5.5,3.0,0.8,2.0,0,0,0,0,4,56.96
20,120,90,4.5,4.5,5.0,1.3,1.0,1,1,1,1,10,61.4
20,160,80,4.5,9.0,5.0,0.8,2.0,1,0,0,0,8,51.24
70,120,90,4.5,5.5,4.0,0.8,1.5,1,1,0,0,6,32.88
40,160,100,4.5,7.5,5.0,1.6,3.0,0,1,1,1,8,39.65
60,180,80,4.5,9.0,4.0,1.3,1.5,1,1,1,1,10,58.46
20,160,90,5.5,5.5,5.0,1.6,1.0,1,0,0,0,6,37.07
80,120,90,5.5,4.5,3.0,1.3,1.0,1,1,1,1,6,52.25
60,140,90,10.0,6.5,2.0,1.0,3.0,0,0,1,1,8,25.21
80,160,60,10.0,5.5,4.0,1.3,1.5,1,0,1,1,4,67.88
30,180,80,10.0,9.0,3.0,1.3,1.5,1,0,0,1,4,44.36
20,160,60,8.0,6.5,5.0,1.0,1.0,0,0,1,0,8,72.62
20,140,70,5.5,6.5,3.0,0.8,1.0,1,0,1,0,4,53.64
40,160,80,8.0,9.0,3.0,1.0,3.0,0,0,0,1,6,44.78
80,100,70,5.5,4.5,2.0,1.6,3.0,1,1,0,1,6,47.21
70,160,80,10.0,7.5,5.0,1.3,1.5,1,0,0,0,8,46.43
70,140,60,6.5,6.5,2.0,1.6,1.5,0,0,0,1,4,54.75
80,180,90,10.0,5.5,2.0,1.0,1.0,1,0,1,0,8,55.81
60,120,70,8.0,9.0,5.0,1.3,1.0,1,0,1,1,4,63.03
20,180,70,6.5,7.5,2.0,1.6,1.5,1,0,1,1,6,53.18
30,180,80,4.5,9.0,5.0,1.3,1.0,1,0,1,1,4,63.96
70,180,100,4.5,9.0,5.0,0.8,3.0,1,0,1,1,8,44.72
60,180,90,5.5,4.5,5.0,0.8,3.0,0,0,0,0,6,39.01
70,100,100,8.0,6.5,2.0,1.6,1.5,1,1,1,1,8,40.0
50,140,60,6.5,6.5,4.0,0.8,2.0,1,0,1,1,6,59.9
80,160,100,8.0,4.5,3.0,1.6,2.0,1,0,1,0,8,50.97
30,180,90,5.5,5.5,2.0,0.8,1.5,0,0,1,0,10,49.58
70,160,90,5.5,9.0,4.0,1.6,1.5,1,1,0,0,4,31.85
50,140,60,5.5,6.5,3.0,1.0,1.5,0,0,1,0,8,63.59
70,100,80,10.0,5.5,4.0,1.6,1.5,0,0,1,1,10,62.17
70,120,80,4.5,9.0,4.0,0.8,3.0,1,1,1,0,6,44.96
60,180,80,10.0,5.5,4.0,1.3,3.0,1,0,1,1,4,46.79
50,120,70,10.0,9.0,4.0,1.3,1.5,1,1,1,0,4,65.29
30,180,60,5.5,5.5,4.0,1.3,1.0,0,0,1,0,8,66.56
80,160,100,5.5,5.5,4.0,1.0,3.0,0,0,0,0,10,37.17
60,160,80,8.0,4.5,4.0,0.8,2.0,0,0,1,0,4,54.31
40,140,80,4.5,5.5,3.0,1.0,1.0,0,1,1,1,4,51.32
30,140,70,4.5,4.5,4.0,1.3,3.0,1,0,1,0,4,50.43
50,140,90,5.5,7.5,5.0,1.0,2.0,0,0,1,1,8,48.25
20,140,60,10.0,4.5,5.0,1.3,1.0,1,1,0,0,10,53.33
60,160,80,6.5,5.5,5.0,1.3,1.0,0,1,0,1,4,47.02
70,100,100,6.5,9.0,2.0,1.3,2.0,1,1,0,1,4,31.77
50,140,70,5.5,6.5,3.0,1.6,2.0,1,1,1,0,4,57.36
60,160,70,6.5,5.5,3.0,1.0,1.5,1,0,1,0,6,64.43
70,140,90,4.5,5.5,2.0,1.0,2.0,0,0,1,0,10,31.54
60,140,60,6.5,7.5,5.0,0.8,3.0,1,1,0,0,4,53.53
40,120,70,10.0,6.5,4.0,1.6,1.5,0,0,0,1,10,48.89
50,160,90,6.5,4.5,4.0,1.3,3.0,1,1,0,0,4,35.26
70,100,100,8.0,9.0,3.0,1.0,1.5,1,1,0,0,4,28.08
80,120,80,6.5,9.0,5.0,1.3,3.0,0,1,0,0,8,41.25
40,100,100,6.5,5.5,4.0,1.3,1.5,1,0,0,1,10,26.48
50,100,80,6.5,5.5,4.0,1.3,3.0,0,1,0,0,4,38.16
30,120,80,8.0,4.5,4.0,1.3,1.0,1,0,0,0,6,53.14
20,100,80,4.5,5.5,2.0,1.6,3.0,0,1,1,1,8,32.17
30,160,60,6.5,6.5,4.0,1.6,1.5,0,0,0,1,8,49.49
70,100,80,8.0,4.5,4.0,1.6,3.0,0,0,0,1,8,38.03
70,100,80,6.5,6.5,2.0,1.6,2.0,0,1,0,1,8,46.36
40,100,80,5.5,7.5,2.0,1.3,1.0,1,0,1,0,4,41.23
80,100,60,8.0,6.5,4.0,1.0,1.5,0,0,0,0,6,45.73
80,160,80,4.5,9.0,3.0,0.8,1.0,1,1,1,1,8,51.87
20,100,60,6.5,4.5,4.0,0.8,2.0,1,0,0,0,8,43.54
40,100,70,5.5,6.5,3.0,1.6,1.5,1,0,1,0,6,60.41
80,100,60,8.0,4.5,4.0,1.3,2.0,0,1,0,1,8,39.9
80,160,90,8.0,6.5,2.0,1.0,1.0,1,1,0,0,6,43.71
80,100,80,4.5,6.5,4.0,1.6,2.0,1,0,0,0,6,40.76
20,120,100,10.0,5.5,4.0,1.3,2.0,1,1,1,0,10,47.54
60,140,60,10.0,7.5,5.0,1.6,1.0,1,1,1,0,4,65.22
70,140,100,8.0,5.5,3.0,0.8,1.0,0,0,0,1,4,31.63
50,100,100,10.0,4.5,5.0,1.0,1.5,1,1,1,0,8,60.95
80,160,100,8.0,5.5,4.0,1.3,1.0,0,1,0,0,4,29.59
20,180,70,4.5,5.5,4.0,1.6,2.0,0,1,1,0,4,52.18
70,120,70,8.0,4.5,2.0,0.8,2.0,0,1,1,0,10,40.36
60,140,80,10.0,6.5,4.0,1.6,1.0,0,1,0,1,10,46.96
20,100,80,8.0,6.5,2.0,1.0,1.5,0,1,1,0,6,40.95
50,120,90,8.0,6.5,3.0,1.6,3.0,0,0,0,1,8,30.97
30,140,100,6.5,9.0,5.0,0.8,2.0,1,1,0,1,10,34.39
70,140,80,6.5,4.5,4.0,1.0,3.0,0,0,0,1,10,48.3
30,120,60,4.5,9.0,3.0,1.3,1.0,0,0,1,0,4,56.24
80,140,90,5.5,9.0,5.0,1.0,2.0,0,1,0,0,10,33.3
20,160,90,8.0,6.5,2.0,1.3,1.0,1,0,1,0,4,44.98
60,140,80,6.5,7.5,4.0,1.0,1.5,1,1,1,1,10,67.7
20,120,100,4.5,9.0,3.0,1.0,1.5,1,0,1,1,8,48.65
30,180,90,5.5,4.5,5.0,0.8,2.0,0,0,0,1,8,40.68
20,140,100,8.0,5.5,2.0,1.6,1.5,1,0,1,0,4,34.04
70,140,80,5.5,6.5,5.0,0.8,1.0,0,1,0,1,10,51.06
80,120,100,5.5,5.5,2.0,1.3,2.0,0,1,0,1,4,31.56
30,140,60,8.0,5.5,5.0,0.8,1.5,0,0,0,0,4,49.8
50,120,100,8.0,7.5,2.0,0.8,1.5,0,0,1,1,4,34.18
30,160,70,4.5,7.5,4.0,1.3,1.0,0,0,1,1,8,65.52
40,160,90,5.5,4.5,5.0,1.0,3.0,0,1,0,0,4,33.33
50,100,60,8.0,5.5,2.0,0.8,1.0,1,1,1,1,8,40.6
30,120,60,8.0,9.0,4.0,1.0,1.0,0,1,1,0,10,71.74
40,100,100,10.0,7.5,3.0,1.3,1.5,0,1,0,0,4,21.15
80,160,80,8.0,4.5,2.0,0.8,2.0,1,1,1,1,8,41.38
20,100,60,4.5,7.5,5.0,1.6,3.0,1,0,0,0,10,42.11
70,160,70,10.0,9.0,3.0,0.8,3.0,1,1,1,0,4,46.25
50,100,90,10.0,7.5,5.0,0.8,3.0,1,0,0,1,10,23.1
30,120,60,10.0,7.5,3.0,1.0,2.0,1,1,1,0,10,64.71
60,180,90,5.5,6.5,5.0,1.3,1.5,1,0,0,1,6,39.3
60,180,60,6.5,9.0,3.0,1.0,1.0,0,0,0,0,4,35.31
30,140,70,4.5,7.5,2.0,1.3,2.0,1,1,0,1,6,52.94
30,180,60,10.0,7.5,5.0,1.6,2.0,0,1,0,0,10,50.48
20,180,80,4.5,5.5,3.0,1.6,3.0,1,0,0,0,10,58.38
30,120,60,5.5,7.5,2.0,1.6,1.0,0,0,0,1,10,51.44
20,100,100,8.0,4.5,4.0,0.8,3.0,0,0,0,0,4,30.74
20,140,60,4.5,7.5,5.0,0.8,3.0,0,1,0,1,10,54.53
60,100,60,4.5,5.5,3.0,1.3,2.0,1,0,1,1,10,56.93
60,160,70,8.0,5.5,3.0,1.6,1.5,0,0,1,0,4,57.57
80,140,80,10.0,6.5,2.0,1.0,2.0,0,1,0,0,4,60.39
50,100,80,10.0,7.5,2.0,0.8,3.0,0,0,0,0,8,46.14
60,140,80,8.0,5.5,3.0,1.3,2.0,0,0,0,1,4,50.44
20,160,80,8.0,6.5,2.0,1.6,3.0,0,0,1,0,8,32.12
50,140,80,4.5,7.5,4.0,1.3,1.5,0,0,1,0,4,61.95
40,100,100,8.0,7.5,5.0,0.8,3.0,1,1,1,0,6,37.55
20,120,60,4.5,7.5,4.0,1.6,3.0,1,0,1,1,8,49.41
30,180,60,5.5,9.0,4.0,1.6,2.0,1,1,0,0,10,52.86
40,120,100,10.0,6.5,3.0,0.8,2.0,1,1,1,1,6,46.1
60,140,60,6.5,6.5,2.0,0.8,1.5,1,0,1,0,6,45.2
50,160,80,10.0,7.5,2.0,1.6,2.0,1,0,1,1,4,48.19
70,120,100,8.0,5.5,5.0,1.0,1.5,0,1,1,1,10,58.15
20,160,80,6.5,5.5,3.0,1.3,3.0,1,1,0,1,8,51.5
30,160,90,8.0,7.5,3.0,0.8,1.5,1,1,0,0,4,34.78
80,140,100,8.0,9.0,2.0,0.8,1.5,0,1,1,0,10,33.54
30,120,100,6.5,7.5,4.0,1.3,2.0,0,0,1,0,8,45.63
50,140,60,8.0,7.5,4.0,1.0,3.0,1,0,1,0,10,56.25
60,140,90,5.5,9.0,5.0,0.8,2.0,1,1,0,1,6,36.93
60,160,100,4.5,5.5,3.0,0.8,1.5,0,1,1,1,4,46.18
70,140,100,5.5,7.5,3.0,1.6,1.0,1,1,1,0,8,49.14
20,140,90,8.0,5.5,4.0,1.3,1.0,0,1,0,1,6,33.85
20,120,90,4.5,4.5,3.0,0.8,1.0,1,0,0,0,10,42.25
30,100,70,4.5,5.5,5.0,1.3,2.0,0,0,0,1,10,42.02
60,160,60,6.5,5.5,4.0,1.3,3.0,0,0,1,0,6,48.13
80,120,70,6.5,7.5,2.0,1.0,3.0,1,0,1,1,8,33.49
40,180,80,4.5,4.5,4.0,1.6,2.0,1,1,1,0,4,50.88
20,100,80,6.5,6.5,2.0,1.0,2.0,1,0,1,1,6,32.46
80,120,90,6.5,5.5,2.0,1.6,1.5,0,0,1,0,4,32.93
70,100,60,5.5,5.5,3.0,0.8,1.0,1,0,0,0,4,46.87
20,180,100,6.5,9.0,2.0,1.6,2.0,0,1,0,1,8,35.88
70,100,100,6.5,6.5,2.0,1.6,2.0,1,0,0,1,4,32.35
80,180,70,4.5,6.5,5.0,1.0,1.0,0,0,0,1,10,48.14
30,160,70,10.0,5.5,5.0,0.8,1.5,0,1,0,0,8,43.29
60,140,60,4.5,5.5,2.0,1.6,2.0,0,1,1,1,6,41.86
80,180,80,5.5,5.5,2.0,1.3,2.0,1,0,1,1,4,52.16
50,140,90,10.0,9.0,4.0,1.0,3.0,1,0,1,1,6,38.9
50,120,90,10.0,6.5,3.0,1.3,3.0,0,1,0,1,6,29.88
20,160,60,4.5,6.5,5.0,0.8,2.0,0,1,1,0,6,61.12
30,100,80,6.5,7.5,3.0,1.0,1.5,0,0,0,1,8,31.52
40,160,70,8.0,6.5,2.0,1.3,2.0,1,0,0,0,6,66.99
20,160,60,4.5,4.5,2.0,1.6,1.0,1,1,0,1,10,60.24
50,120,90,6.5,4.5,3.0,0.8,3.0,1,0,1,1,10,44.19
80,100,60,5.5,9.0,3.0,1.6,1.5,0,1,1,1,6,54.81
40,160,60,10.0,6.5,5.0,1.0,1.5,1,0,1,0,10,71.09
80,160,80,10.0,5.5,5.0,1.3,1.0,1,1,0,0,10,52.85
50,100,60,5.5,5.5,3.0,1.3,2.0,1,1,0,0,10,42.87
30,160,80,10.0,7.5,4.0,1.6,1.5,1,1,1,1,6,63.78
70,120,70,4.5,7.5,2.0,1.6,1.5,0,1,0,1,4,39.28
20,100,60,8.0,7.5,4.0,0.8,1.0,0,0,0,1,8,41.08
30,120,60,10.0,6.5,5.0,1.6,3.0,0,1,0,0,8,50.0
30,120,70,4.5,7.5,3.0,0.8,1.5,0,1,1,1,8,52.35
30,120,100,10.0,4.5,5.0,0.8,2.0,0,0,1,0,4,43.66
70,120,80,6.5,6.5,4.0,0.8,2.0,1,0,1,0,6,56.14
70,100,100,4.5,6.5,3.0,1.6,1.0,1,1,1,0,10,47.28
30,140,100,8.0,6.5,5.0,1.0,1.0,0,1,0,0,8,32.43
30,160,100,5.5,6.5,4.0,1.6,1.5,0,0,1,1,8,54.15
80,160,100,8.0,7.5,4.0,0.8,1.5,0,1,0,0,8,26.26
50,100,80,6.5,7.5,5.0,0.8,3.0,1,0,1,0,10,40.37
20,160,60,10.0,4.5,3.0,1.3,1.5,1,1,1,1,6,63.67
60,160,90,4.5,4.5,3.0,1.6,1.0,1,0,1,1,10,58.5
80,140,60,10.0,9.0,4.0,0.8,2.0,0,0,0,0,8,50.92
80,120,70,4.5,4.5,2.0,1.3,1.0,1,1,0,1,4,54.27
80,160,60,5.5,4.5,4.0,1.6,3.0,0,1,1,1,4,46.94
20,140,100,4.5,6.5,3.0,1.0,3.0,0,0,1,0,4,36.25
60,180,70,8.0,5.5,4.0,1.6,1.5,0,0,1,0,6,65.21
80,180,60,8.0,7.5,5.0,1.6,2.0,1,1,1,0,4,53.67
30,160,90,4.5,6.5,4.0,0.8,1.5,0,0,0,0,8,30.87
80,160,90,4.5,7.5,3.0,1.3,2.0,1,0,0,1,6,35.46
30,180,90,6.5,6.5,5.0,1.6,1.5,0,0,0,0,4,28.46
40,160,90,8.0,9.0,5.0,1.0,1.0,1,0,0,0,8,37.81
80,100,80,6.5,5.5,2.0,1.3,1.0,1,0,0,1,6,61.37
70,100,100,5.5,6.5,4.0,1.3,3.0,1,0,1,0,10,35.54
60,100,90,8.0,9.0,5.0,1.0,3.0,0,1,1,1,6,36.81
60,160,70,8.0,4.5,2.0,1.0,1.5,1,0,1,0,6,50.52
30,120,70,10.0,7.5,5.0,0.8,1.0,0,0,1,1,4,62.03
80,180,90,8.0,9.0,5.0,1.0,3.0,0,1,0,1,6,37.85
60,160,90,6.5,5.5,5.0,1.6,3.0,0,0,0,0,6,30.44
80,100,90,5.5,4.5,5.0,1.3,2.0,0,0,1,1,10,46.57
20,180,70,10.0,6.5,2.0,1.6,2.0,0,1,0,0,6,60.41
50,140,70,5.5,4.5,3.0,1.0,1.5,0,0,0,1,4,38.97
20,140,90,4.5,7.5,4.0,1.3,3.0,0,0,0,0,10,33.01
30,100,80,8.0,5.5,2.0,1.0,1.5,1,0,1,0,10,39.75
30,180,60,6.5,4.5,2.0,1.6,1.0,1,1,0,1,10,63.46
20,160,100,5.5,4.5,2.0,1.3,3.0,1,0,1,0,8,27.5
40,120,80,5.5,5.5,3.0,0.8,1.0,0,1,0,1,4,43.76
40,140,80,10.0,7.5,4.0,0.8,1.5,0,1,1,1,6,62.12
30,140,60,6.5,4.5,4.0,1.6,3.0,0,1,1,0,10,48.01
70,180,80,8.0,7.5,3.0,1.3,2.0,0,1,1,0,6,52.33
60,140,100,5.5,7.5,3.0,1.0,1.5,0,0,1,0,4,47.53
60,100,70,4.5,9.0,4.0,0.8,1.5,0,0,1,1,4,60.81
20,160,60,6.5,4.5,3.0,1.3,2.0,0,1,0,0,6,50.0
30,140,90,4.5,6.5,5.0,0.8,3.0,0,1,0,1,10,35.54
60,100,80,6.5,6.5,5.0,1.3,3.0,1,0,1,1,6,36.57
20,140,70,10.0,5.5,3.0,0.8,1.0,0,0,0,0,8,42.29
60,160,100,4.5,9.0,4.0,1.6,1.0,1,1,0,0,10,29.02
30,100,90,4.5,9.0,5.0,1.0,1.0,0,0,1,1,8,59.21
40,120,60,5.5,9.0,5.0,1.6,1.0,1,0,1,0,8,64.99
20,180,80,6.5,9.0,5.0,0.8,3.0,1,0,1,0,4,43.2
70,140,100,8.0,7.5,4.0,1.0,2.0,0,1,0,1,8,29.57
80,160,80,5.5,6.5,3.0,0.8,3.0,0,0,0,0,10,52.58
80,160,90,10.0,4.5,5.0,0.8,3.0,0,1,0,0,8,33.58
30,120,90,4.5,7.5,2.0,1.0,2.0,0,0,0,1,10,26.38
20,160,60,8.0,6.5,2.0,1.3,2.0,0,1,0,0,6,65.5
50,120,70,10.0,9.0,3.0,0.8,1.0,1,0,0,0,8,45.76
20,180,80,6.5,7.5,2.0,1.0,1.0,1,1,0,1,4,47.04
50,120,100,6.5,4.5,3.0,1.6,1.5,0,0,1,0,4,48.86
20,140,70,5.5,6.5,5.0,1.3,1.5,0,0,0,0,8,39.66
30,140,70,8.0,6.5,3.0,1.0,2.0,0,1,1,0,8,58.25
20,100,70,5.5,9.0,2.0,1.3,2.0,1,0,0,0,8,46.5
80,160,90,5.5,5.5,3.0,1.0,3.0,1,1,0,0,6,33.67
30,180,80,10.0,5.5,4.0,1.3,3.0,1,1,0,1,8,53.15
80,120,70,4.5,5.5,3.0,1.3,1.5,0,0,0,0,4,41.45
60,140,90,10.0,9.0,3.0,1.6,2.0,1,1,1,0,10,47.79
70,140,80,4.5,5.5,4.0,1.0,2.0,0,1,1,1,6,55.8
80,160,80,10.0,7.5,2.0,0.8,3.0,0,0,1,1,6,33.47
80,160,80,5.5,5.5,2.0,0.8,2.0,1,1,0,0,4,51.12
50,100,80,5.5,4.5,4.0,0.8,2.0,0,0,0,1,6,38.41
50,180,80,6.5,9.0,5.0,1.6,2.0,1,0,0,1,8,54.07
60,140,90,8.0,4.5,3.0,1.0,3.0,1,0,0,1,8,33.24
50,140,60,8.0,4.5,3.0,0.8,1.0,1,0,0,0,8,55.55
40,180,100,10.0,5.5,2.0,1.0,1.5,1,0,1,0,10,48.96
60,140,60,4.5,4.5,4.0,1.6,2.0,1,0,1,0,4,59.36
80,160,70,4.5,9.0,3.0,1.3,1.0,0,0,0,1,8,39.85
60,160,60,4.5,5.5,3.0,1.0,1.5,1,1,0,0,4,53.72
40,100,70,4.5,5.5,3.0,0.8,1.0,1,0,0,0,6,48.94
50,100,100,10.0,6.5,4.0,1.6,1.5,0,1,1,1,4,57.73
50,140,100,5.5,9.0,4.0,0.8,1.5,1,1,1,1,10,54.65
60,180,90,4.5,7.5,2.0,1.6,2.0,0,0,0,1,6,34.66
40,180,70,8.0,4.5,5.0,1.3,1.5,0,1,0,0,8,42.97
50,160,70,6.5,5.5,3.0,0.8,1.0,0,1,1,0,8,59.96
60,120,60,6.5,4.5,3.0,1.3,1.0,0,1,0,1,8,48.61
20,140,90,6.5,6.5,5.0,1.3,2.0,0,1,1,1,6,46.48
30,120,80,8.0,9.0,4.0,0.8,2.0,1,1,0,0,10,53.27
50,180,60,10.0,7.5,4.0,1.6,1.5,0,0,1,0,6,63.48
60,180,60,5.5,4.5,4.0,1.6,3.0,0,1,0,0,4,46.2
40,180,100,6.5,9.0,3.0,1.0,3.0,1,1,0,0,4,34.87
70,120,60,5.5,4.5,3.0,1.0,1.0,0,0,1,1,8,54.58
50,180,100,4.5,4.5,5.0,1.3,1.5,1,0,1,1,6,51.68
40,140,60,4.5,4.5,4.0,1.3,1.0,0,0,1,1,6,63.05
50,160,100,5.5,4.5,5.0,1.0,3.0,0,0,0,0,6,29.0
80,160,80,6.5,6.5,4.0,1.0,1.0,0,1,0,1,10,53.53
30,120,80,8.0,4.5,2.0,1.3,1.5,0,1,1,1,8,36.88
50,180,70,6.5,7.5,2.0,0.8,3.0,0,1,0,0,6,50.94
80,180,80,10.0,9.0,4.0,1.6,1.0,1,0,0,0,8,42.79
50,160,80,8.0,5.5,3.0,1.0,2.0,1,0,0,0,4,57.95
60,180,80,4.5,9.0,4.0,1.0,1.0,0,1,0,1,6,36.21
70,120,90,10.0,9.0,4.0,1.0,1.5,0,1,1,1,8,59.54
70,100,70,5.5,7.5,4.0,0.8,1.0,1,1,1,0,4,60.58
20,120,70,5.5,9.0,2.0,1.0,2.0,0,0,1,0,4,38.83
70,160,90,6.5,9.0,5.0,1.6,1.5,1,1,0,1,4,36.06
20,160,80,4.5,7.5,5.0,1.3,3.0,1,1,1,1,10,51.43
70,160,70,4.5,4.5,2.0,0.8,2.0,0,0,0,0,6,42.73
20,180,100,10.0,5.5,5.0,1.0,2.0,1,1,1,1,10,48.37
70,120,100,4.5,7.5,3.0,0.8,2.0,0,1,1,0,6,42.45
60,140,60,6.5,5.5,4.0,1.3,1.5,1,0,1,0,8,67.27
60,120,70,6.5,6.5,5.0,1.3,3.0,0,1,0,1,6,49.5
40,100,60,10.0,6.5,3.0,0.8,1.0,0,1,1,0,4,55.75
20,140,80,6.5,5.5,5.0,0.8,2.0,1,0,1,0,6,57.7
20,100,100,8.0,6.5,4.0,1.6,1.0,1,0,0,1,10,28.53
20,180,80,5.5,9.0,5.0,1.6,3.0,1,1,0,1,8,56.57
60,120,100,6.5,5.5,2.0,1.3,1.0,0,1,0,1,4,31.73
40,120,80,5.5,5.5,3.0,1.3,3.0,0,0,1,0,6,49.13
40,100,90,5.5,6.5,5.0,1.0,3.0,0,1,1,0,6,32.8
60,120,70,6.5,5.5,3.0,1.0,1.5,0,0,1,1,6,59.9
30,180,80,5.5,9.0,3.0,1.0,1.5,1,1,0,1,8,42.02
40,160,100,8.0,4.5,3.0,1.0,1.5,1,0,1,0,4,54.81
40,100,90,4.5,6.5,3.0,1.6,1.0,0,1,0,0,6,29.45
50,140,80,8.0,9.0,3.0,0.8,2.0,1,0,1,1,10,60.0
70,160,90,6.5,5.5,5.0,0.8,2.0,0,1,1,0,8,51.5
20,100,100,6.5,9.0,5.0,1.3,2.0,0,1,0,0,4,22.64
70,180,80,4.5,7.5,2.0,1.0,3.0,0,1,1,1,6,36.96
20,180,100,5.5,7.5,5.0,1.6,1.0,0,0,0,0,10,21.7
20,160,60,8.0,7.5,2.0,1.0,2.0,1,1,1,0,10,52.6
70,160,100,6.5,5.5,5.0,1.3,1.0,0,0,1,0,10,64.33
40,180,100,4.5,6.5,3.0,1.3,1.0,0,1,1,1,4,54.48
30,160,70,4.5,7.5,5.0,1.3,3.0,1,0,1,1,4,50.71
80,120,90,6.5,4.5,5.0,1.0,1.5,0,1,1,0,8,58.36
80,120,90,6.5,4.5,3.0,0.8,3.0,1,1,1,0,6,41.3
70,120,60,6.5,6.5,5.0,0.8,1.0,1,1,1,1,4,69.95
50,140,80,6.5,6.5,5.0,1.6,1.5,0,0,1,1,6,65.71
70,100,100,8.0,6.5,4.0,0.8,1.0,1,0,1,1,4,63.76
60,160,80,10.0,9.0,4.0,1.3,2.0,1,1,1,0,6,61.05
40,140,80,4.5,9.0,5.0,1.6,2.0,1,0,0,1,10,50.65
50,180,60,4.5,5.5,3.0,1.0,3.0,0,0,0,1,10,54.75
20,140,100,5.5,7.5,3.0,1.3,2.0,0,0,0,1,8,27.0
30,100,60,6.5,6.5,2.0,1.0,1.5,1,0,0,1,8,57.65
60,140,100,5.5,5.5,4.0,1.6,3.0,0,0,1,0,6,40.49
50,120,60,10.0,7.5,4.0,1.6,2.0,0,1,0,0,8,46.97
30,140,100,8.0,5.5,5.0,1.3,1.5,0,1,1,1,6,57.76
80,100,70,8.0,9.0,2.0,0.8,1.0,1,0,0,0,4,52.22
40,120,100,10.0,5.5,4.0,0.8,2.0,1,0,0,1,10,29.86
70,120,60,10.0,4.5,3.0,0.8,2.0,0,0,1,0,8,57.49
50,160,100,4.5,7.5,5.0,1.6,2.0,0,1,1,1,8,47.0
20,160,100,5.5,5.5,2.0,1.0,1.0,0,0,0,1,10,33.04
30,140,70,8.0,4.5,2.0,1.3,3.0,0,0,1,1,6,34.86
70,160,80,6.5,5.5,3.0,0.8,2.0,1,1,1,0,6,59.93
80,160,90,10.0,7.5,5.0,0.8,1.5,0,0,1,1,4,57.83
30,180,70,5.5,5.5,5.0,0.8,1.0,0,1,0,1,10,48.42
60,180,100,5.5,4.5,3.0,1.6,1.0,1,0,1,1,10,54.11
60,140,80,5.5,7.5,3.0,1.3,1.0,1,0,0,0,4,42.63
80,180,100,10.0,4.5,3.0,0.8,2.0,1,1,1,1,10,46.76
40,140,90,4.5,6.5,5.0,1.6,1.0,1,1,1,1,10,62.55
50,120,70,6.5,5.5,2.0,1.3,2.0,1,0,0,0,8,59.6
50,160,100,10.0,7.5,5.0,1.0,1.5,1,1,1,0,10,58.2
80,120,60,4.5,6.5,3.0,1.6,1.5,0,0,1,1,8,64.55
30,160,60,4.5,4.5,5.0,1.3,1.5,0,0,0,1,8,44.89
80,120,90,6.5,7.5,3.0,1.6,3.0,1,0,1,0,4,34.97
50,180,100,10.0,9.0,2.0,1.0,1.0,0,1,1,0,8,44.86
40,180,70,4.5,7.5,4.0,1.3,1.5,0,0,1,0,6,63.09
